group,location_n_event,count,day
0-17,MN_CASE_COUNT,438,2020-06-09
0-17,MN_HOSPITALIZED_COUNT,59,2020-06-09
0-17,MN_DEATH_COUNT,1,2020-06-09
0-17,MN_CASE_RATE,188.37,2020-06-09
0-17,MN_HOSPITALIZED_RATE,25.37,2020-06-09
0-17,MN_DEATH_RATE,0.43,2020-06-09
0-17,QN_CASE_COUNT,1468,2020-06-09
0-17,QN_HOSPITALIZED_COUNT,110,2020-06-09
0-17,QN_DEATH_COUNT,2,2020-06-09
0-17,QN_CASE_RATE,322.64,2020-06-09
0-17,QN_HOSPITALIZED_RATE,24.18,2020-06-09
0-17,QN_DEATH_RATE,0.44,2020-06-09
0-17,SI_CASE_COUNT,404,2020-06-09
0-17,SI_HOSPITALIZED_COUNT,24,2020-06-09
0-17,SI_DEATH_COUNT,0,2020-06-09
0-17,SI_CASE_RATE,390.64,2020-06-09
0-17,SI_HOSPITALIZED_RATE,23.21,2020-06-09
0-17,SI_DEATH_RATE,0,2020-06-09
18-44,BK_CASE_COUNT,20349,2020-06-09
18-44,BK_HOSPITALIZED_COUNT,2236,2020-06-09
18-44,BK_DEATH_COUNT,195,2020-06-09
18-44,BK_CASE_RATE,1938.89,2020-06-09
18-44,BK_HOSPITALIZED_RATE,213.05,2020-06-09
18-44,BK_DEATH_RATE,18.58,2020-06-09
18-44,BX_CASE_COUNT,17137,2020-06-09
18-44,BX_HOSPITALIZED_COUNT,2060,2020-06-09
18-44,BX_DEATH_COUNT,159,2020-06-09
18-44,BX_CASE_RATE,3084.03,2020-06-09
18-44,BX_HOSPITALIZED_RATE,370.72,2020-06-09
18-44,BX_DEATH_RATE,28.61,2020-06-09
18-44,MN_CASE_COUNT,9009,2020-06-09
18-44,MN_HOSPITALIZED_COUNT,1037,2020-06-09
18-44,MN_DEATH_COUNT,57,2020-06-09
18-44,MN_CASE_RATE,1211.82,2020-06-09
18-44,MN_HOSPITALIZED_RATE,139.49,2020-06-09
18-44,MN_DEATH_RATE,7.67,2020-06-09
18-44,QN_CASE_COUNT,23068,2020-06-09
18-44,QN_HOSPITALIZED_COUNT,2655,2020-06-09
18-44,QN_DEATH_COUNT,233,2020-06-09
18-44,QN_CASE_RATE,2692.47,2020-06-09
18-44,QN_HOSPITALIZED_RATE,309.89,2020-06-09
18-44,QN_DEATH_RATE,27.2,2020-06-09
18-44,SI_CASE_COUNT,5366,2020-06-09
18-44,SI_HOSPITALIZED_COUNT,332,2020-06-09
18-44,SI_DEATH_COUNT,30,2020-06-09
18-44,SI_CASE_RATE,3265.7,2020-06-09
18-44,SI_HOSPITALIZED_RATE,202.05,2020-06-09
18-44,SI_DEATH_RATE,18.26,2020-06-09
45-64,BK_CASE_COUNT,19562,2020-06-09
45-64,BK_HOSPITALIZED_COUNT,4607,2020-06-09
45-64,BK_DEATH_COUNT,1165,2020-06-09
45-64,BK_CASE_RATE,3310.29,2020-06-09
45-64,BK_HOSPITALIZED_RATE,779.6,2020-06-09
45-64,BK_DEATH_RATE,197.14,2020-06-09
45-64,BX_CASE_COUNT,17232,2020-06-09
45-64,BX_HOSPITALIZED_COUNT,4141,2020-06-09
45-64,BX_DEATH_COUNT,886,2020-06-09
45-64,BX_CASE_RATE,5064.93,2020-06-09
45-64,BX_HOSPITALIZED_RATE,1217.15,2020-06-09
45-64,BX_DEATH_RATE,260.42,2020-06-09
45-64,MN_CASE_COUNT,8408,2020-06-09
45-64,MN_HOSPITALIZED_COUNT,2366,2020-06-09
45-64,MN_DEATH_COUNT,354,2020-06-09
45-64,MN_CASE_RATE,2190.44,2020-06-09
45-64,MN_HOSPITALIZED_RATE,616.39,2020-06-09
45-64,MN_DEATH_RATE,92.22,2020-06-09
45-64,QN_CASE_COUNT,23782,2020-06-09
45-64,QN_HOSPITALIZED_COUNT,5988,2020-06-09
45-64,QN_DEATH_COUNT,1267,2020-06-09
45-64,QN_CASE_RATE,3901,2020-06-09
45-64,QN_HOSPITALIZED_RATE,982.22,2020-06-09
45-64,QN_DEATH_RATE,207.83,2020-06-09
45-64,SI_CASE_COUNT,5219,2020-06-09
45-64,SI_HOSPITALIZED_COUNT,820,2020-06-09
45-64,SI_DEATH_COUNT,175,2020-06-09
45-64,SI_CASE_RATE,3972.05,2020-06-09
45-64,SI_HOSPITALIZED_RATE,624.08,2020-06-09
45-64,SI_DEATH_RATE,133.19,2020-06-09
65-74,BK_CASE_COUNT,7849,2020-06-09
65-74,BK_HOSPITALIZED_COUNT,3474,2020-06-09
65-74,BK_DEATH_COUNT,1342,2020-06-09
65-74,BK_CASE_RATE,3840.23,2020-06-09
65-74,BK_HOSPITALIZED_RATE,1699.7,2020-06-09
65-74,BK_DEATH_RATE,656.59,2020-06-09
65-74,BX_CASE_COUNT,5275,2020-06-09
65-74,BX_HOSPITALIZED_COUNT,2591,2020-06-09
65-74,BX_DEATH_COUNT,942,2020-06-09
65-74,BX_CASE_RATE,5170.86,2020-06-09
65-74,BX_HOSPITALIZED_RATE,2539.85,2020-06-09
65-74,BX_DEATH_RATE,923.4,2020-06-09
65-74,MN_CASE_COUNT,3473,2020-06-09
65-74,MN_HOSPITALIZED_COUNT,1740,2020-06-09
65-74,MN_DEATH_COUNT,544,2020-06-09
65-74,MN_CASE_RATE,2373.22,2020-06-09
65-74,MN_HOSPITALIZED_RATE,1189,2020-06-09
65-74,MN_DEATH_RATE,371.73,2020-06-09
65-74,QN_CASE_COUNT,7295,2020-06-09
65-74,QN_HOSPITALIZED_COUNT,3512,2020-06-09
65-74,QN_DEATH_COUNT,1268,2020-06-09
65-74,QN_CASE_RATE,3629.55,2020-06-09
65-74,QN_HOSPITALIZED_RATE,1747.36,2020-06-09
65-74,QN_DEATH_RATE,630.88,2020-06-09
65-74,SI_CASE_COUNT,1367,2020-06-09
65-74,SI_HOSPITALIZED_COUNT,496,2020-06-09
65-74,SI_DEATH_COUNT,194,2020-06-09
65-74,SI_CASE_RATE,3012.01,2020-06-09
65-74,SI_HOSPITALIZED_RATE,1092.87,2020-06-09
65-74,SI_DEATH_RATE,427.45,2020-06-09
75+,BK_CASE_COUNT,7041,2020-06-09
75+,BK_HOSPITALIZED_COUNT,4204,2020-06-09
75+,BK_DEATH_COUNT,2512,2020-06-09
75+,BK_CASE_RATE,4546.78,2020-06-09
75+,BK_HOSPITALIZED_RATE,2714.76,2020-06-09
75+,BK_DEATH_RATE,1622.14,2020-06-09
75+,BX_CASE_COUNT,4761,2020-06-09
75+,BX_HOSPITALIZED_COUNT,2933,2020-06-09
75+,BX_DEATH_COUNT,1633,2020-06-09
75+,BX_CASE_RATE,5851.7,2020-06-09
75+,BX_HOSPITALIZED_RATE,3604.92,2020-06-09
75+,BX_DEATH_RATE,2007.1,2020-06-09
75+,MN_CASE_COUNT,4175,2020-06-09
75+,MN_HOSPITALIZED_COUNT,2602,2020-06-09
75+,MN_DEATH_COUNT,1395,2020-06-09
75+,MN_CASE_RATE,3406.47,2020-06-09
75+,MN_HOSPITALIZED_RATE,2123.02,2020-06-09
75+,MN_DEATH_RATE,1138.21,2020-06-09
75+,QN_CASE_COUNT,6767,2020-06-09
75+,QN_HOSPITALIZED_COUNT,4337,2020-06-09
75+,QN_DEATH_COUNT,2388,2020-06-09
75+,QN_CASE_RATE,4323.19,2020-06-09
75+,QN_HOSPITALIZED_RATE,2770.75,2020-06-09
75+,QN_DEATH_RATE,1525.61,2020-06-09
75+,SI_CASE_COUNT,1246,2020-06-09
75+,SI_HOSPITALIZED_COUNT,637,2020-06-09
75+,SI_DEATH_COUNT,439,2020-06-09
75+,SI_CASE_RATE,3934.57,2020-06-09
75+,SI_HOSPITALIZED_RATE,2011.49,2020-06-09
75+,SI_DEATH_RATE,1386.26,2020-06-09
Boroughwide,BK_CASE_COUNT,56633,2020-06-09
Boroughwide,BK_HOSPITALIZED_COUNT,14687,2020-06-09
Boroughwide,BK_DEATH_COUNT,5217,2020-06-09
Boroughwide,BK_CASE_RATE,2192.67,2020-06-09
Boroughwide,BK_HOSPITALIZED_RATE,568.64,2020-06-09
Boroughwide,BK_DEATH_RATE,201.99,2020-06-09
Boroughwide,BX_CASE_COUNT,46169,2020-06-09
Boroughwide,BX_HOSPITALIZED_COUNT,11869,2020-06-09
Boroughwide,BX_DEATH_COUNT,3625,2020-06-09
Boroughwide,BX_CASE_RATE,3223.8,2020-06-09
Boroughwide,BX_HOSPITALIZED_RATE,828.76,2020-06-09
Boroughwide,BX_DEATH_RATE,253.12,2020-06-09
Boroughwide,MN_CASE_COUNT,25588,2020-06-09
Boroughwide,MN_HOSPITALIZED_COUNT,7804,2020-06-09
Boroughwide,MN_DEATH_COUNT,2351,2020-06-09
Boroughwide,MN_CASE_RATE,1571.07,2020-06-09
Boroughwide,MN_HOSPITALIZED_RATE,479.15,2020-06-09
Boroughwide,MN_DEATH_RATE,144.35,2020-06-09
Boroughwide,QN_CASE_COUNT,62466,2020-06-09
Boroughwide,QN_HOSPITALIZED_COUNT,16603,2020-06-09
Boroughwide,QN_DEATH_COUNT,5159,2020-06-09
Boroughwide,QN_CASE_RATE,2741.05,2020-06-09
Boroughwide,QN_HOSPITALIZED_RATE,728.55,2020-06-09
Boroughwide,QN_DEATH_RATE,226.38,2020-06-09
Boroughwide,SI_CASE_COUNT,13610,2020-06-09
Boroughwide,SI_HOSPITALIZED_COUNT,2309,2020-06-09
Boroughwide,SI_DEATH_COUNT,838,2020-06-09
Boroughwide,SI_CASE_RATE,2858.17,2020-06-09
Boroughwide,SI_HOSPITALIZED_RATE,484.9,2020-06-09
Boroughwide,SI_DEATH_RATE,175.98,2020-06-09
0-17,BK_CASE_COUNT,1730,2020-06-10
0-17,BK_HOSPITALIZED_COUNT,166,2020-06-10
0-17,BK_DEATH_COUNT,3,2020-06-10
0-17,BK_CASE_RATE,296.68,2020-06-10
0-17,BK_HOSPITALIZED_RATE,28.47,2020-06-10
0-17,BK_DEATH_RATE,0.51,2020-06-10
0-17,BX_CASE_COUNT,1616,2020-06-10
0-17,BX_HOSPITALIZED_COUNT,145,2020-06-10
0-17,BX_DEATH_COUNT,5,2020-06-10
0-17,BX_CASE_RATE,457.97,2020-06-10
0-17,BX_HOSPITALIZED_RATE,41.09,2020-06-10
0-17,BX_DEATH_RATE,1.42,2020-06-10
0-17,MN_CASE_COUNT,439,2020-06-10
0-17,MN_HOSPITALIZED_COUNT,61,2020-06-10
0-17,MN_DEATH_COUNT,1,2020-06-10
0-17,MN_CASE_RATE,188.8,2020-06-10
0-17,MN_HOSPITALIZED_RATE,26.23,2020-06-10
0-17,MN_DEATH_RATE,0.43,2020-06-10
0-17,QN_CASE_COUNT,1476,2020-06-10
0-17,QN_HOSPITALIZED_COUNT,110,2020-06-10
0-17,QN_DEATH_COUNT,2,2020-06-10
0-17,QN_CASE_RATE,324.4,2020-06-10
0-17,QN_HOSPITALIZED_RATE,24.18,2020-06-10
0-17,QN_DEATH_RATE,0.44,2020-06-10
0-17,SI_CASE_COUNT,405,2020-06-10
0-17,SI_HOSPITALIZED_COUNT,24,2020-06-10
0-17,SI_DEATH_COUNT,0,2020-06-10
0-17,SI_CASE_RATE,391.61,2020-06-10
0-17,SI_HOSPITALIZED_RATE,23.21,2020-06-10
0-17,SI_DEATH_RATE,0,2020-06-10
18-44,BK_CASE_COUNT,20399,2020-06-10
18-44,BK_HOSPITALIZED_COUNT,2240,2020-06-10
18-44,BK_DEATH_COUNT,195,2020-06-10
18-44,BK_CASE_RATE,1943.65,2020-06-10
18-44,BK_HOSPITALIZED_RATE,213.43,2020-06-10
18-44,BK_DEATH_RATE,18.58,2020-06-10
18-44,BX_CASE_COUNT,17166,2020-06-10
18-44,BX_HOSPITALIZED_COUNT,2066,2020-06-10
18-44,BX_DEATH_COUNT,159,2020-06-10
18-44,BX_CASE_RATE,3089.25,2020-06-10
18-44,BX_HOSPITALIZED_RATE,371.8,2020-06-10
18-44,BX_DEATH_RATE,28.61,2020-06-10
18-44,MN_CASE_COUNT,9035,2020-06-10
18-44,MN_HOSPITALIZED_COUNT,1040,2020-06-10
18-44,MN_DEATH_COUNT,58,2020-06-10
18-44,MN_CASE_RATE,1215.32,2020-06-10
18-44,MN_HOSPITALIZED_RATE,139.89,2020-06-10
18-44,MN_DEATH_RATE,7.8,2020-06-10
18-44,QN_CASE_COUNT,23117,2020-06-10
18-44,QN_HOSPITALIZED_COUNT,2660,2020-06-10
18-44,QN_DEATH_COUNT,234,2020-06-10
18-44,QN_CASE_RATE,2698.19,2020-06-10
18-44,QN_HOSPITALIZED_RATE,310.47,2020-06-10
18-44,QN_DEATH_RATE,27.31,2020-06-10
18-44,SI_CASE_COUNT,5372,2020-06-10
18-44,SI_HOSPITALIZED_COUNT,332,2020-06-10
18-44,SI_DEATH_COUNT,30,2020-06-10
18-44,SI_CASE_RATE,3269.35,2020-06-10
18-44,SI_HOSPITALIZED_RATE,202.05,2020-06-10
18-44,SI_DEATH_RATE,18.26,2020-06-10
45-64,BK_CASE_COUNT,19596,2020-06-10
45-64,BK_HOSPITALIZED_COUNT,4608,2020-06-10
45-64,BK_DEATH_COUNT,1166,2020-06-10
45-64,BK_CASE_RATE,3316.04,2020-06-10
45-64,BK_HOSPITALIZED_RATE,779.77,2020-06-10
45-64,BK_DEATH_RATE,197.31,2020-06-10
45-64,BX_CASE_COUNT,17268,2020-06-10
45-64,BX_HOSPITALIZED_COUNT,4147,2020-06-10
45-64,BX_DEATH_COUNT,888,2020-06-10
45-64,BX_CASE_RATE,5075.51,2020-06-10
45-64,BX_HOSPITALIZED_RATE,1218.91,2020-06-10
45-64,BX_DEATH_RATE,261.01,2020-06-10
45-64,MN_CASE_COUNT,8433,2020-06-10
45-64,MN_HOSPITALIZED_COUNT,2368,2020-06-10
45-64,MN_DEATH_COUNT,355,2020-06-10
45-64,MN_CASE_RATE,2196.95,2020-06-10
45-64,MN_HOSPITALIZED_RATE,616.91,2020-06-10
45-64,MN_DEATH_RATE,92.48,2020-06-10
45-64,QN_CASE_COUNT,23819,2020-06-10
45-64,QN_HOSPITALIZED_COUNT,5996,2020-06-10
45-64,QN_DEATH_COUNT,1271,2020-06-10
45-64,QN_CASE_RATE,3907.07,2020-06-10
45-64,QN_HOSPITALIZED_RATE,983.53,2020-06-10
45-64,QN_DEATH_RATE,208.48,2020-06-10
45-64,SI_CASE_COUNT,5223,2020-06-10
45-64,SI_HOSPITALIZED_COUNT,821,2020-06-10
45-64,SI_DEATH_COUNT,175,2020-06-10
45-64,SI_CASE_RATE,3975.1,2020-06-10
45-64,SI_HOSPITALIZED_RATE,624.84,2020-06-10
45-64,SI_DEATH_RATE,133.19,2020-06-10
65-74,BK_CASE_COUNT,7869,2020-06-10
65-74,BK_HOSPITALIZED_COUNT,3480,2020-06-10
65-74,BK_DEATH_COUNT,1348,2020-06-10
65-74,BK_CASE_RATE,3850.01,2020-06-10
65-74,BK_HOSPITALIZED_RATE,1702.64,2020-06-10
65-74,BK_DEATH_RATE,659.53,2020-06-10
65-74,BX_CASE_COUNT,5289,2020-06-10
65-74,BX_HOSPITALIZED_COUNT,2595,2020-06-10
65-74,BX_DEATH_COUNT,945,2020-06-10
65-74,BX_CASE_RATE,5184.58,2020-06-10
65-74,BX_HOSPITALIZED_RATE,2543.77,2020-06-10
65-74,BX_DEATH_RATE,926.34,2020-06-10
65-74,MN_CASE_COUNT,3483,2020-06-10
65-74,MN_HOSPITALIZED_COUNT,1740,2020-06-10
65-74,MN_DEATH_COUNT,545,2020-06-10
65-74,MN_CASE_RATE,2380.06,2020-06-10
65-74,MN_HOSPITALIZED_RATE,1189,2020-06-10
65-74,MN_DEATH_RATE,372.42,2020-06-10
65-74,QN_CASE_COUNT,7311,2020-06-10
65-74,QN_HOSPITALIZED_COUNT,3513,2020-06-10
65-74,QN_DEATH_COUNT,1274,2020-06-10
65-74,QN_CASE_RATE,3637.51,2020-06-10
65-74,QN_HOSPITALIZED_RATE,1747.86,2020-06-10
65-74,QN_DEATH_RATE,633.87,2020-06-10
65-74,SI_CASE_COUNT,1369,2020-06-10
65-74,SI_HOSPITALIZED_COUNT,497,2020-06-10
65-74,SI_DEATH_COUNT,195,2020-06-10
65-74,SI_CASE_RATE,3016.42,2020-06-10
65-74,SI_HOSPITALIZED_RATE,1095.08,2020-06-10
65-74,SI_DEATH_RATE,429.66,2020-06-10
75+,BK_CASE_COUNT,7061,2020-06-10
75+,BK_HOSPITALIZED_COUNT,4209,2020-06-10
75+,BK_DEATH_COUNT,2515,2020-06-10
75+,BK_CASE_RATE,4559.69,2020-06-10
75+,BK_HOSPITALIZED_RATE,2717.99,2020-06-10
75+,BK_DEATH_RATE,1624.08,2020-06-10
75+,BX_CASE_COUNT,4780,2020-06-10
75+,BX_HOSPITALIZED_COUNT,2938,2020-06-10
75+,BX_DEATH_COUNT,1641,2020-06-10
75+,BX_CASE_RATE,5875.05,2020-06-10
75+,BX_HOSPITALIZED_RATE,3611.07,2020-06-10
75+,BX_DEATH_RATE,2016.94,2020-06-10
75+,MN_CASE_COUNT,4180,2020-06-10
75+,MN_HOSPITALIZED_COUNT,2605,2020-06-10
75+,MN_DEATH_COUNT,1402,2020-06-10
75+,MN_CASE_RATE,3410.55,2020-06-10
75+,MN_HOSPITALIZED_RATE,2125.47,2020-06-10
75+,MN_DEATH_RATE,1143.92,2020-06-10
75+,QN_CASE_COUNT,6779,2020-06-10
75+,QN_HOSPITALIZED_COUNT,4340,2020-06-10
75+,QN_DEATH_COUNT,2393,2020-06-10
75+,QN_CASE_RATE,4330.85,2020-06-10
75+,QN_HOSPITALIZED_RATE,2772.67,2020-06-10
75+,QN_DEATH_RATE,1528.8,2020-06-10
75+,SI_CASE_COUNT,1249,2020-06-10
75+,SI_HOSPITALIZED_COUNT,638,2020-06-10
75+,SI_DEATH_COUNT,441,2020-06-10
75+,SI_CASE_RATE,3944.04,2020-06-10
75+,SI_HOSPITALIZED_RATE,2014.65,2020-06-10
75+,SI_DEATH_RATE,1392.57,2020-06-10
Boroughwide,BK_CASE_COUNT,56763,2020-06-10
Boroughwide,BK_HOSPITALIZED_COUNT,14703,2020-06-10
Boroughwide,BK_DEATH_COUNT,5227,2020-06-10
Boroughwide,BK_CASE_RATE,2197.71,2020-06-10
Boroughwide,BK_HOSPITALIZED_RATE,569.26,2020-06-10
Boroughwide,BK_DEATH_RATE,202.37,2020-06-10
Boroughwide,BX_CASE_COUNT,46271,2020-06-10
Boroughwide,BX_HOSPITALIZED_COUNT,11891,2020-06-10
Boroughwide,BX_DEATH_COUNT,3638,2020-06-10
Boroughwide,BX_CASE_RATE,3230.92,2020-06-10
Boroughwide,BX_HOSPITALIZED_RATE,830.3,2020-06-10
Boroughwide,BX_DEATH_RATE,254.03,2020-06-10
Boroughwide,MN_CASE_COUNT,25655,2020-06-10
Boroughwide,MN_HOSPITALIZED_COUNT,7814,2020-06-10
Boroughwide,MN_DEATH_COUNT,2361,2020-06-10
Boroughwide,MN_CASE_RATE,1575.18,2020-06-10
Boroughwide,MN_HOSPITALIZED_RATE,479.77,2020-06-10
Boroughwide,MN_DEATH_RATE,144.96,2020-06-10
Boroughwide,QN_CASE_COUNT,62589,2020-06-10
Boroughwide,QN_HOSPITALIZED_COUNT,16620,2020-06-10
Boroughwide,QN_DEATH_COUNT,5175,2020-06-10
Boroughwide,QN_CASE_RATE,2746.45,2020-06-10
Boroughwide,QN_HOSPITALIZED_RATE,729.3,2020-06-10
Boroughwide,QN_DEATH_RATE,227.08,2020-06-10
Boroughwide,SI_CASE_COUNT,13626,2020-06-10
Boroughwide,SI_HOSPITALIZED_COUNT,2312,2020-06-10
Boroughwide,SI_DEATH_COUNT,841,2020-06-10
Boroughwide,SI_CASE_RATE,2861.53,2020-06-10
Boroughwide,SI_HOSPITALIZED_RATE,485.53,2020-06-10
Boroughwide,SI_DEATH_RATE,176.61,2020-06-10
0-17,BK_CASE_COUNT,1736,2020-06-11
0-17,BK_HOSPITALIZED_COUNT,167,2020-06-11
0-17,BK_DEATH_COUNT,3,2020-06-11
0-17,BK_CASE_RATE,297.71,2020-06-11
0-17,BK_HOSPITALIZED_RATE,28.64,2020-06-11
0-17,BK_DEATH_RATE,0.51,2020-06-11
0-17,BX_CASE_COUNT,1625,2020-06-11
0-17,BX_HOSPITALIZED_COUNT,146,2020-06-11
0-17,BX_DEATH_COUNT,5,2020-06-11
0-17,BX_CASE_RATE,460.52,2020-06-11
0-17,BX_HOSPITALIZED_RATE,41.38,2020-06-11
0-17,BX_DEATH_RATE,1.42,2020-06-11
0-17,MN_CASE_COUNT,441,2020-06-11
0-17,MN_HOSPITALIZED_COUNT,61,2020-06-11
0-17,MN_DEATH_COUNT,1,2020-06-11
0-17,MN_CASE_RATE,189.66,2020-06-11
0-17,MN_HOSPITALIZED_RATE,26.23,2020-06-11
0-17,MN_DEATH_RATE,0.43,2020-06-11
0-17,QN_CASE_COUNT,1482,2020-06-11
0-17,QN_HOSPITALIZED_COUNT,110,2020-06-11
0-17,QN_DEATH_COUNT,2,2020-06-11
0-17,QN_CASE_RATE,325.72,2020-06-11
0-17,QN_HOSPITALIZED_RATE,24.18,2020-06-11
0-17,QN_DEATH_RATE,0.44,2020-06-11
0-17,SI_CASE_COUNT,405,2020-06-11
0-17,SI_HOSPITALIZED_COUNT,24,2020-06-11
0-17,SI_DEATH_COUNT,0,2020-06-11
0-17,SI_CASE_RATE,391.61,2020-06-11
0-17,SI_HOSPITALIZED_RATE,23.21,2020-06-11
0-17,SI_DEATH_RATE,0,2020-06-11
18-44,BK_CASE_COUNT,20433,2020-06-11
18-44,BK_HOSPITALIZED_COUNT,2243,2020-06-11
18-44,BK_DEATH_COUNT,196,2020-06-11
18-44,BK_CASE_RATE,1946.89,2020-06-11
18-44,BK_HOSPITALIZED_RATE,213.72,2020-06-11
18-44,BK_DEATH_RATE,18.68,2020-06-11
18-44,BX_CASE_COUNT,17194,2020-06-11
18-44,BX_HOSPITALIZED_COUNT,2067,2020-06-11
18-44,BX_DEATH_COUNT,159,2020-06-11
18-44,BX_CASE_RATE,3094.28,2020-06-11
18-44,BX_HOSPITALIZED_RATE,371.98,2020-06-11
18-44,BX_DEATH_RATE,28.61,2020-06-11
18-44,MN_CASE_COUNT,9061,2020-06-11
18-44,MN_HOSPITALIZED_COUNT,1041,2020-06-11
18-44,MN_DEATH_COUNT,58,2020-06-11
18-44,MN_CASE_RATE,1218.82,2020-06-11
18-44,MN_HOSPITALIZED_RATE,140.03,2020-06-11
18-44,MN_DEATH_RATE,7.8,2020-06-11
18-44,QN_CASE_COUNT,23161,2020-06-11
18-44,QN_HOSPITALIZED_COUNT,2664,2020-06-11
18-44,QN_DEATH_COUNT,234,2020-06-11
18-44,QN_CASE_RATE,2703.33,2020-06-11
18-44,QN_HOSPITALIZED_RATE,310.94,2020-06-11
18-44,QN_DEATH_RATE,27.31,2020-06-11
18-44,SI_CASE_COUNT,5377,2020-06-11
18-44,SI_HOSPITALIZED_COUNT,332,2020-06-11
18-44,SI_DEATH_COUNT,30,2020-06-11
18-44,SI_CASE_RATE,3272.39,2020-06-11
18-44,SI_HOSPITALIZED_RATE,202.05,2020-06-11
18-44,SI_DEATH_RATE,18.26,2020-06-11
45-64,BK_CASE_COUNT,19634,2020-06-11
45-64,BK_HOSPITALIZED_COUNT,4610,2020-06-11
45-64,BK_DEATH_COUNT,1167,2020-06-11
45-64,BK_CASE_RATE,3322.48,2020-06-11
45-64,BK_HOSPITALIZED_RATE,780.11,2020-06-11
45-64,BK_DEATH_RATE,197.48,2020-06-11
45-64,BX_CASE_COUNT,17298,2020-06-11
45-64,BX_HOSPITALIZED_COUNT,4157,2020-06-11
45-64,BX_DEATH_COUNT,889,2020-06-11
45-64,BX_CASE_RATE,5084.33,2020-06-11
45-64,BX_HOSPITALIZED_RATE,1221.85,2020-06-11
45-64,BX_DEATH_RATE,261.3,2020-06-11
45-64,MN_CASE_COUNT,8457,2020-06-11
45-64,MN_HOSPITALIZED_COUNT,2370,2020-06-11
45-64,MN_DEATH_COUNT,357,2020-06-11
45-64,MN_CASE_RATE,2203.2,2020-06-11
45-64,MN_HOSPITALIZED_RATE,617.43,2020-06-11
45-64,MN_DEATH_RATE,93.01,2020-06-11
45-64,QN_CASE_COUNT,23864,2020-06-11
45-64,QN_HOSPITALIZED_COUNT,5995,2020-06-11
45-64,QN_DEATH_COUNT,1273,2020-06-11
45-64,QN_CASE_RATE,3914.45,2020-06-11
45-64,QN_HOSPITALIZED_RATE,983.37,2020-06-11
45-64,QN_DEATH_RATE,208.81,2020-06-11
45-64,SI_CASE_COUNT,5230,2020-06-11
45-64,SI_HOSPITALIZED_COUNT,820,2020-06-11
45-64,SI_DEATH_COUNT,175,2020-06-11
45-64,SI_CASE_RATE,3980.43,2020-06-11
45-64,SI_HOSPITALIZED_RATE,624.08,2020-06-11
45-64,SI_DEATH_RATE,133.19,2020-06-11
65-74,BK_CASE_COUNT,7883,2020-06-11
65-74,BK_HOSPITALIZED_COUNT,3482,2020-06-11
65-74,BK_DEATH_COUNT,1352,2020-06-11
65-74,BK_CASE_RATE,3856.86,2020-06-11
65-74,BK_HOSPITALIZED_RATE,1703.61,2020-06-11
65-74,BK_DEATH_RATE,661.48,2020-06-11
65-74,BX_CASE_COUNT,5298,2020-06-11
65-74,BX_HOSPITALIZED_COUNT,2598,2020-06-11
65-74,BX_DEATH_COUNT,949,2020-06-11
65-74,BX_CASE_RATE,5193.4,2020-06-11
65-74,BX_HOSPITALIZED_RATE,2546.71,2020-06-11
65-74,BX_DEATH_RATE,930.26,2020-06-11
65-74,MN_CASE_COUNT,3490,2020-06-11
65-74,MN_HOSPITALIZED_COUNT,1742,2020-06-11
65-74,MN_DEATH_COUNT,545,2020-06-11
65-74,MN_CASE_RATE,2384.84,2020-06-11
65-74,MN_HOSPITALIZED_RATE,1190.37,2020-06-11
65-74,MN_DEATH_RATE,372.42,2020-06-11
65-74,QN_CASE_COUNT,7324,2020-06-11
65-74,QN_HOSPITALIZED_COUNT,3514,2020-06-11
65-74,QN_DEATH_COUNT,1278,2020-06-11
65-74,QN_CASE_RATE,3643.98,2020-06-11
65-74,QN_HOSPITALIZED_RATE,1748.35,2020-06-11
65-74,QN_DEATH_RATE,635.86,2020-06-11
65-74,SI_CASE_COUNT,1374,2020-06-11
65-74,SI_HOSPITALIZED_COUNT,497,2020-06-11
65-74,SI_DEATH_COUNT,195,2020-06-11
65-74,SI_CASE_RATE,3027.43,2020-06-11
65-74,SI_HOSPITALIZED_RATE,1095.08,2020-06-11
65-74,SI_DEATH_RATE,429.66,2020-06-11
75+,BK_CASE_COUNT,7068,2020-06-11
75+,BK_HOSPITALIZED_COUNT,4210,2020-06-11
75+,BK_DEATH_COUNT,2523,2020-06-11
75+,BK_CASE_RATE,4564.21,2020-06-11
75+,BK_HOSPITALIZED_RATE,2718.64,2020-06-11
75+,BK_DEATH_RATE,1629.25,2020-06-11
75+,BX_CASE_COUNT,4791,2020-06-11
75+,BX_HOSPITALIZED_COUNT,2943,2020-06-11
75+,BX_DEATH_COUNT,1649,2020-06-11
75+,BX_CASE_RATE,5888.57,2020-06-11
75+,BX_HOSPITALIZED_RATE,3617.21,2020-06-11
75+,BX_DEATH_RATE,2026.77,2020-06-11
75+,MN_CASE_COUNT,4191,2020-06-11
75+,MN_HOSPITALIZED_COUNT,2609,2020-06-11
75+,MN_DEATH_COUNT,1406,2020-06-11
75+,MN_CASE_RATE,3419.52,2020-06-11
75+,MN_HOSPITALIZED_RATE,2128.74,2020-06-11
75+,MN_DEATH_RATE,1147.18,2020-06-11
75+,QN_CASE_COUNT,6791,2020-06-11
75+,QN_HOSPITALIZED_COUNT,4341,2020-06-11
75+,QN_DEATH_COUNT,2399,2020-06-11
